Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2023,Jefferson,NY,Passenger,2,1,3,181,184,1.63
February 28 2021,New London,CT,Passenger,1,2,3,227,230,1.30
August 31 2023,Hoke,NC,Passenger,2,0,2,55,57,3.51
March 31 2019,Klickitat,WA,Passenger,32,31,63,15422,15485,0.41
April 30 2022,Santa Clara,CA,Passenger,10,1,11,229,240,4.58
January 31 2020,Honolulu,HI,Passenger,4,2,6,489,495,1.21
April 30 2020,Fairfax,VA,Passenger,5,3,8,744,752,1.06
September 30 2017,Latah,ID,Passenger,0,1,1,93,94,1.06
June 30 2018,Pacific,WA,Truck,0,0,0,7601,7601,0.00
January 31 2019,Montgomery,MD,Passenger,1,0,1,279,280,0.36
February 28 2022,Goochland,VA,Passenger,3,2,5,169,174,2.87
December 31 2019,Garfield,WA,Truck,0,0,0,968,968,0.00
March 31 2022,Kauai,HI,Passenger,1,0,1,19,20,5.00
June 30 2021,Sumter,SC,Passenger,0,1,1,38,39,2.56
April 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2019,Garfield,OK,Passenger,1,0,1,13,14,7.14
April 30 2017,Prince George's,MD,Passenger,0,1,1,182,183,0.55
October 31 2021,Richland,SC,Passenger,0,2,2,135,137,1.46
February 29 2020,Island,WA,Passenger,401,264,665,63455,64120,1.04
November 30 2019,Columbia,WA,Passenger,3,2,5,2444,2449,0.20
March 31 2022,New York,NY,Passenger,1,0,1,38,39,2.56
June 30 2019,Mecklenburg,NC,Passenger,1,0,1,86,87,1.15
May 31 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
August 31 2021,Frederick,MD,Passenger,1,1,2,72,74,2.70
September 30 2020,Montgomery,OH,Passenger,0,1,1,47,48,2.08
September 30 2023,Shelby,AL,Passenger,1,0,1,5,6,16.67
April 30 2022,Jefferson,WA,Passenger,415,210,625,24725,25350,2.47
August 31 2022,San Mateo,CA,Passenger,1,0,1,74,75,1.33
November 30 2018,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
January 31 2022,Hawaii,HI,Passenger,1,0,1,40,41,2.44
May 31 2018,DeKalb,GA,Passenger,1,0,1,84,85,1.18
July 31 2023,Skamania,WA,Truck,1,0,1,3794,3795,0.03
August 31 2022,Lee,FL,Passenger,1,0,1,30,31,3.23
January 31 2023,Nueces,TX,Passenger,0,1,1,48,49,2.04
September 30 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
June 30 2019,Multnomah,OR,Passenger,5,5,10,738,748,1.34
August 31 2017,Travis,TX,Passenger,0,1,1,195,196,0.51
February 28 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
July 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
June 30 2019,Kitsap,WA,Truck,1,0,1,54098,54099,0.00
November 30 2022,Cook,IL,Passenger,3,0,3,170,173,1.73
January 31 2023,Contra Costa,CA,Passenger,0,3,3,208,211,1.42
January 31 2022,Larimer,CO,Passenger,1,0,1,50,51,1.96
June 30 2021,Whitman,WA,Truck,0,0,0,8587,8587,0.00
February 28 2022,San Diego,CA,Passenger,15,8,23,2435,2458,0.94
September 30 2020,Lake,IL,Passenger,1,0,1,169,170,0.59
April 30 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
July 31 2021,Clark,WA,Truck,0,0,0,84256,84256,0.00
October 31 2017,Benton,WA,Truck,0,0,0,40387,40387,0.00
August 31 2023,Sarpy,NE,Passenger,1,0,1,44,45,2.22
September 30 2022,Deschutes,OR,Passenger,1,0,1,72,73,1.37
August 31 2017,Riverside,CA,Passenger,1,2,3,766,769,0.39
September 30 2023,Ferry,WA,Truck,0,0,0,3419,3419,0.00
September 30 2020,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
June 30 2022,Lincoln,OR,Passenger,0,1,1,26,27,3.70
August 31 2018,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
November 30 2021,St. Mary's,MD,Passenger,1,0,1,207,208,0.48
August 31 2019,Pinal,AZ,Passenger,2,0,2,193,195,1.03
May 31 2018,Klickitat,WA,Truck,0,0,0,8083,8083,0.00
October 31 2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
January 31 2019,Norfolk,VA,Passenger,2,2,4,342,346,1.16
August 31 2019,Ada,ID,Passenger,0,2,2,312,314,0.64
June 30 2019,Denver,CO,Passenger,1,0,1,133,134,0.75
April 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
September 30 2018,Pierce,WA,Passenger,1325,1267,2592,535529,538121,0.48
August 31 2021,Adams,WA,Passenger,16,14,30,13039,13069,0.23
April 30 2020,Island,WA,Truck,1,0,1,21135,21136,0.00
September 30 2021,Whitman,WA,Truck,0,0,0,8560,8560,0.00
September 30 2021,Harrison,MS,Passenger,2,0,2,50,52,3.85
March 31 2023,Howard,MD,Passenger,0,2,2,45,47,4.26
October 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
July 31 2018,Volusia,FL,Passenger,0,1,1,34,35,2.86
September 30 2019,Arlington,VA,Passenger,0,2,2,155,157,1.27
September 30 2018,Contra Costa,CA,Passenger,0,2,2,422,424,0.47
March 31 2018,Spokane,WA,Truck,1,0,1,91895,91896,0.00
July 31 2022,Onslow,NC,Passenger,0,1,1,161,162,0.62
December 31 2021,Garfield,WA,Truck,0,0,0,1000,1000,0.00
November 30 2021,Montgomery,TX,Passenger,1,1,2,42,44,4.55
February 28 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
January 31 2021,Clark,WA,Passenger,2459,1211,3670,319372,323042,1.14
February 29 2020,New London,CT,Passenger,0,2,2,250,252,0.79
July 31 2018,Mason,WA,Truck,0,0,0,20049,20049,0.00
July 31 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
February 28 2018,DeKalb,GA,Passenger,1,0,1,87,88,1.14
January 31 2022,Champaign,IL,Passenger,1,0,1,12,13,7.69
September 30 2017,Dale,AL,Passenger,0,1,1,62,63,1.59
July 31 2022,Kauai,HI,Passenger,1,0,1,16,17,5.88
June 30 2021,Lewis,WA,Truck,0,0,0,26856,26856,0.00
April 30 2021,New London,CT,Passenger,1,2,3,225,228,1.32
November 30 2022,Monterey,CA,Passenger,1,2,3,124,127,2.36
March 31 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
August 31 2020,Nueces,TX,Passenger,1,0,1,82,83,1.20
December 31 2018,Douglas,WA,Truck,0,0,0,12161,12161,0.00
December 31 2018,Clallam,WA,Truck,0,0,0,21640,21640,0.00
May 31 2019,Stevens,WA,Truck,0,0,0,18671,18671,0.00
September 30 2020,Okanogan,WA,Passenger,45,36,81,25964,26045,0.31
December 31 2022,Norfolk,VA,Passenger,3,3,6,285,291,2.06
October 31 2020,Morris,NJ,Passenger,1,0,1,18,19,5.26
August 31 2020,Goochland,VA,Passenger,3,2,5,252,257,1.95
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
January 31 2022,Bell,TX,Passenger,1,0,1,353,354,0.28
August 31 2021,Mason,WA,Truck,0,0,0,21320,21320,0.00
October 31 2021,Norfolk,VA,Passenger,3,3,6,321,327,1.83
March 31 2022,San Joaquin,CA,Passenger,1,1,2,94,96,2.08
June 30 2021,Arapahoe,CO,Passenger,1,0,1,115,116,0.86
April 30 2020,Stafford,VA,Passenger,1,1,2,88,90,2.22
May 31 2020,Benton,WA,Truck,0,0,0,42471,42471,0.00
December 31 2017,Hawaii,HI,Passenger,1,0,1,80,81,1.23
September 30 2021,Hawaii,HI,Passenger,1,0,1,45,46,2.17
October 31 2019,Washtenaw,MI,Passenger,1,0,1,40,41,2.44
December 31 2019,Klamath,OR,Passenger,1,0,1,37,38,2.63
March 31 2019,Ada,ID,Passenger,0,2,2,315,317,0.63
October 31 2021,Riverside,CA,Passenger,5,1,6,520,526,1.14
July 31 2021,Baltimore,MD,Passenger,1,0,1,101,102,0.98
April 30 2018,Kootenai,ID,Passenger,0,1,1,224,225,0.44
March 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
May 31 2023,Kauai,HI,Passenger,1,1,2,14,16,12.50
September 30 2020,Hennepin,MN,Passenger,2,0,2,83,85,2.35
October 31 2020,Solano,CA,Passenger,1,0,1,209,210,0.48
March 31 2017,Northampton,PA,Passenger,2,0,2,209,211,0.95
June 30 2023,Columbia,WA,Truck,0,0,0,1552,1552,0.00
November 30 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
August 31 2021,Alexandria,VA,Passenger,2,0,2,123,125,1.60
May 31 2018,Ada,ID,Passenger,0,2,2,337,339,0.59
December 31 2018,Deschutes,OR,Passenger,3,0,3,167,170,1.76
November 30 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
July 31 2023,Klickitat,WA,Passenger,156,66,222,15028,15250,1.46
October 31 2022,,,Passenger,2,1,3,269,272,1.10
July 31 2019,Cowlitz,WA,Truck,0,0,0,28870,28870,0.00
May 31 2020,Prince William,VA,Passenger,2,3,5,216,221,2.26
July 31 2022,Suffolk,VA,Passenger,1,0,1,122,123,0.81
December 31 2018,Sedgwick,KS,Passenger,0,1,1,99,100,1.00
March 31 2022,Alameda,CA,Passenger,5,0,5,205,210,2.38
November 30 2022,Adams,WA,Truck,1,0,1,5401,5402,0.02
April 30 2019,Benton,WA,Truck,0,0,0,41655,41655,0.00
May 31 2023,Los Angeles,CA,Passenger,4,4,8,601,609,1.31
September 30 2022,Collier,FL,Passenger,1,0,1,14,15,6.67
July 31 2023,Plaquemines,LA,Passenger,1,1,2,13,15,13.33
February 28 2019,Pacific,WA,Truck,0,0,0,7633,7633,0.00
June 30 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
September 30 2019,Shelby,TN,Passenger,0,1,1,96,97,1.03
June 30 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
June 30 2017,Lewis,WA,Passenger,51,34,85,55541,55626,0.15
November 30 2017,Walla Walla,WA,Truck,0,0,0,13311,13311,0.00
December 31 2018,Stevens,WA,Truck,0,0,0,18758,18758,0.00
January 31 2017,Duval,FL,Passenger,1,1,2,378,380,0.53
August 31 2022,Monterey,CA,Passenger,1,2,3,129,132,2.27
February 29 2020,Washington,OR,Passenger,1,0,1,465,466,0.21
June 30 2017,Whatcom,WA,Truck,2,0,2,41620,41622,0.00
July 31 2022,Wahkiakum,WA,Truck,0,0,0,1800,1800,0.00
July 31 2022,Burlington,NJ,Passenger,0,2,2,103,105,1.90
September 30 2023,Kootenai,ID,Truck,1,0,1,21,22,4.55
January 31 2021,Shelby,OH,Passenger,0,1,1,1,2,50.00
January 31 2021,Grant,WA,Passenger,87,84,171,66100,66271,0.26
July 31 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
July 31 2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
October 31 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
March 31 2020,Wilson,TX,Passenger,0,1,1,7,8,12.50
February 29 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
April 30 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April 30 2021,Broward,FL,Passenger,1,0,1,110,111,0.90
November 30 2019,Hillsborough,FL,Passenger,0,1,1,192,193,0.52
June 30 2021,Douglas,WA,Truck,0,0,0,12686,12686,0.00
August 31 2022,Calvert,MD,Passenger,0,2,2,76,78,2.56
June 30 2022,Anchorage,AK,Passenger,2,0,2,125,127,1.57
December 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
April 30 2021,Cowlitz,WA,Passenger,211,134,345,72517,72862,0.47
January 31 2021,Benton,WA,Passenger,453,358,811,135134,135945,0.60
February 28 2021,Asotin,WA,Passenger,17,14,31,12485,12516,0.25
July 31 2019,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
January 31 2017,Pinal,AZ,Passenger,2,0,2,281,283,0.71
June 30 2022,Hennepin,MN,Passenger,1,0,1,48,49,2.04
April 30 2020,Kern,CA,Passenger,0,1,1,227,228,0.44
January 31 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
June 30 2017,Hamilton,TN,Passenger,1,0,1,19,20,5.00
August 31 2023,Bell,TX,Passenger,1,0,1,225,226,0.44
April 30 2019,King,WA,Passenger,18274,6871,25145,1384001,1409146,1.78
March 31 2020,Thurston,WA,Passenger,1131,727,1858,198576,200434,0.93
March 31 2019,Bergen,NJ,Passenger,1,0,1,25,26,3.85
September 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
May 31 2018,King,WA,Passenger,12742,5480,18222,1369500,1387722,1.31
December 31 2017,New London,CT,Passenger,1,1,2,249,251,0.80
November 30 2018,Multnomah,OR,Passenger,3,5,8,758,766,1.04
January 31 2023,Sacramento,CA,Passenger,4,0,4,174,178,2.25
October 31 2022,Boulder,CO,Passenger,2,0,2,37,39,5.13
October 31 2022,Sarasota,FL,Passenger,1,0,1,21,22,4.55
December 31 2021,Marion,IA,Passenger,1,0,1,0,1,100.00
September 30 2021,Washington,OR,Passenger,1,0,1,370,371,0.27
January 31 2017,Wahkiakum,WA,Passenger,0,1,1,2861,2862,0.03
March 31 2018,Whitman,WA,Truck,0,0,0,8454,8454,0.00
December 31 2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45
December 31 2018,Boulder,CO,Passenger,1,0,1,50,51,1.96
April 30 2019,Manatee,FL,Passenger,1,0,1,33,34,2.94
December 31 2022,Montgomery,AL,Passenger,0,1,1,35,36,2.78
March 31 2022,King,WA,Passenger,37927,10702,48629,1352013,1400642,3.47
January 31 2019,Kitsap,WA,Passenger,980,556,1536,179928,181464,0.85
April 30 2021,Tulsa,OK,Passenger,1,0,1,43,44,2.27
June 30 2023,,,Passenger,3,0,3,235,238,1.26
March 31 2022,Spokane,WA,Passenger,1442,799,2241,325792,328033,0.68
November 30 2020,El Paso,CO,Passenger,2,1,3,716,719,0.42
December 31 2020,Richmond,GA,Passenger,0,1,1,81,82,1.22
July 31 2023,Hawaii,HI,Passenger,1,0,1,26,27,3.70
September 30 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
October 31 2022,Yakima,WA,Truck,5,0,5,61251,61256,0.01
August 31 2022,Orange,CA,Passenger,6,2,8,349,357,2.24
February 29 2020,Flathead,MT,Passenger,1,0,1,68,69,1.45
December 31 2021,Middlesex,MA,Passenger,0,1,1,88,89,1.12
June 30 2017,Mercer,NJ,Passenger,0,1,1,20,21,4.76
December 31 2022,El Paso,CO,Passenger,3,2,5,544,549,0.91
July 31 2023,St. Clair,IL,Passenger,1,0,1,91,92,1.09
May 31 2021,Ferry,WA,Truck,0,0,0,3662,3662,0.00
November 30 2021,Monterey,CA,Passenger,0,2,2,140,142,1.41
May 31 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
February 28 2021,Skamania,WA,Passenger,37,24,61,8288,8349,0.73
June 30 2021,Douglas,WA,Passenger,93,48,141,28519,28660,0.49
June 30 2022,San Bernardino,CA,Passenger,1,1,2,319,321,0.62
October 31 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
September 30 2019,Clark,WA,Passenger,1700,983,2683,316070,318753,0.84
March 31 2018,Yakima,WA,Passenger,63,81,144,162820,162964,0.09
April 30 2022,San Juan,WA,Passenger,494,155,649,14118,14767,4.39
December 31 2022,Escambia,FL,Passenger,0,1,1,128,129,0.78
January 31 2021,Skagit,WA,Passenger,517,243,760,91428,92188,0.82
July 31 2019,Kitsap,WA,Truck,1,0,1,54131,54132,0.00
July 31 2020,Franklin,WA,Truck,0,0,0,20094,20094,0.00
June 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
April 30 2019,Whatcom,WA,Passenger,823,394,1217,150073,151290,0.80
July 31 2021,Pacific,WA,Passenger,46,53,99,16026,16125,0.61
April 30 2018,Jefferson,NY,Passenger,1,0,1,221,222,0.45
October 31 2019,King,WA,Truck,6,1,7,182381,182388,0.00
July 31 2021,Klickitat,WA,Truck,0,0,0,8311,8311,0.00
March 31 2023,Cowlitz,WA,Passenger,437,196,633,70125,70758,0.89
February 28 2023,Frederick,MD,Passenger,1,0,1,61,62,1.61
November 30 2021,Douglas,NE,Passenger,1,1,2,50,52,3.85
December 31 2018,Nassau,NY,Passenger,3,0,3,37,40,7.50
October 31 2020,Charles,MD,Passenger,1,1,2,78,80,2.50
September 30 2023,Spokane,WA,Truck,48,0,48,98774,98822,0.05
June 30 2021,Spokane,WA,Passenger,1068,646,1714,326404,328118,0.52
October 31 2021,Flathead,MT,Passenger,1,0,1,49,50,2.00
October 31 2018,Ramsey,MN,Passenger,1,0,1,42,43,2.33
May 31 2017,Flathead,MT,Passenger,1,0,1,63,64,1.56
June 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
July 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
September 30 2019,Fresno,CA,Passenger,1,0,1,204,205,0.49
November 30 2019,Anne Arundel,MD,Passenger,1,2,3,441,444,0.68
January 31 2017,San Juan,WA,Truck,0,0,0,5594,5594,0.00
December 31 2021,Harnett,NC,Passenger,1,1,2,160,162,1.23
June 30 2022,Sarpy,NE,Passenger,1,0,1,55,56,1.79
August 31 2019,Yakima,WA,Truck,0,0,0,59386,59386,0.00
April 30 2023,Richland,SC,Passenger,0,1,1,100,101,0.99
July 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
September 30 2021,Lee,FL,Passenger,1,0,1,37,38,2.63
August 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
May 31 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
January 31 2018,Chelan,WA,Passenger,94,38,132,53234,53366,0.25
September 30 2020,Orange,CA,Passenger,5,3,8,483,491,1.63
December 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2020,Richmond,GA,Passenger,0,1,1,87,88,1.14
October 31 2020,Sedgwick,KS,Passenger,1,1,2,92,94,2.13
July 31 2019,Whatcom,WA,Passenger,883,436,1319,151106,152425,0.87
September 30 2018,El Paso,TX,Passenger,1,0,1,501,502,0.20
May 31 2017,Howard,MD,Passenger,0,2,2,92,94,2.13
January 31 2023,Philadelphia,PA,Passenger,1,0,1,38,39,2.56
November 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
July 31 2019,Kitsap,WA,Passenger,1091,625,1716,181233,182949,0.94
April 30 2022,Pacific,WA,Passenger,60,68,128,15934,16062,0.80
May 31 2019,Douglas,WA,Truck,0,0,0,12183,12183,0.00
December 31 2022,Chelan,WA,Truck,13,0,13,23088,23101,0.06
March 31 2021,Broward,FL,Passenger,1,0,1,114,115,0.87
August 31 2023,Chesapeake,VA,Passenger,1,2,3,259,262,1.15
September 30 2019,New London,CT,Passenger,0,2,2,243,245,0.82
August 31 2021,Harnett,NC,Passenger,1,1,2,172,174,1.15
September 30 2022,Cumberland,NC,Passenger,1,4,5,346,351,1.42
January 31 2019,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
June 30 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
December 31 2022,Asotin,WA,Passenger,29,20,49,12478,12527,0.39
January 31 2020,Ferry,WA,Passenger,5,2,7,4382,4389,0.16
July 31 2017,Dakota,MN,Passenger,0,1,1,37,38,2.63
November 30 2022,Polk,OR,Passenger,0,1,1,21,22,4.55
June 30 2022,Pacific,WA,Truck,0,0,0,7915,7915,0.00
September 30 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
April 30 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
January 31 2022,Maricopa,AZ,Passenger,7,4,11,1083,1094,1.01
September 30 2023,Marin,CA,Passenger,0,1,1,25,26,3.85
September 30 2022,Harrison,MS,Passenger,1,0,1,35,36,2.78
December 31 2020,Randolph,NC,Passenger,1,0,1,6,7,14.29
September 30 2019,Asotin,WA,Passenger,12,8,20,12630,12650,0.16
June 30 2020,Montgomery,TX,Passenger,1,0,1,53,54,1.85
September 30 2018,Lewis,WA,Truck,0,0,0,25569,25569,0.00
October 31 2017,Santa Clara,CA,Passenger,6,1,7,390,397,1.76
June 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
July 31 2022,Snohomish,WA,Passenger,8661,2564,11225,531376,542601,2.07
December 31 2018,Whitman,WA,Passenger,24,38,62,22809,22871,0.27
May 31 2020,Pacific,WA,Passenger,31,33,64,15700,15764,0.41
January 31 2018,Deschutes,OR,Passenger,1,0,1,178,179,0.56
December 31 2018,Lee,FL,Passenger,1,0,1,53,54,1.85
June 30 2020,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
January 31 2022,Currituck,NC,Passenger,1,0,1,22,23,4.35
August 31 2022,Clallam,WA,Passenger,435,247,682,49533,50215,1.36
September 30 2021,Klickitat,WA,Passenger,83,51,134,15387,15521,0.86
November 30 2020,Multnomah,OR,Passenger,3,6,9,691,700,1.29
August 31 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
February 28 2022,Fresno,CA,Passenger,1,0,1,162,163,0.61
September 30 2017,Orange,CA,Passenger,3,1,4,619,623,0.64
February 28 2021,Eagle,CO,Passenger,1,0,1,9,10,10.00
September 30 2023,Elmore,ID,Passenger,1,0,1,9,10,10.00
June 30 2018,Williamson,TX,Passenger,0,1,1,159,160,0.62
January 31 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
May 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2023,Larimer,CO,Passenger,1,0,1,39,40,2.50
March 31 2023,Columbia,WA,Truck,0,0,0,1574,1574,0.00
June 30 2022,Grays Harbor,WA,Passenger,210,160,370,49030,49400,0.75
September 30 2018,Franklin,WA,Passenger,37,65,102,58514,58616,0.17
February 28 2022,Riverside,CA,Passenger,5,1,6,481,487,1.23
November 30 2022,Dorchester,SC,Passenger,1,0,1,44,45,2.22
November 30 2020,Harford,MD,Passenger,0,1,1,59,60,1.67
December 31 2020,Platte,MO,Passenger,1,0,1,21,22,4.55
December 31 2022,Carroll,MD,Passenger,0,1,1,19,20,5.00
December 31 2022,,,Passenger,2,0,2,269,271,0.74
May 31 2023,Bell,TX,Passenger,1,0,1,255,256,0.39
November 30 2022,Kauai,HI,Passenger,1,1,2,14,16,12.50
April 30 2019,Lincoln,WA,Truck,0,0,0,4699,4699,0.00
June 30 2021,Collin,TX,Passenger,2,1,3,114,117,2.56
March 31 2018,Grant,WA,Truck,0,0,0,25745,25745,0.00
March 31 2023,Okaloosa,FL,Passenger,0,1,1,93,94,1.06
August 31 2020,Dakota,MN,Passenger,0,1,1,35,36,2.78
March 31 2022,Geary,KS,Passenger,1,0,1,87,88,1.14
November 30 2019,Fresno,CA,Passenger,1,0,1,200,201,0.50
September 30 2020,Chelan,WA,Truck,0,0,0,22725,22725,0.00
August 31 2023,Grant,WA,Truck,12,0,12,27607,27619,0.04
December 31 2017,Montgomery,TX,Passenger,1,0,1,63,64,1.56
April 30 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
January 31 2023,Snohomish,WA,Passenger,10599,2790,13389,530402,543791,2.46
August 31 2019,Columbia,WA,Passenger,2,2,4,2456,2460,0.16
February 29 2020,Thurston,WA,Truck,0,0,0,55717,55717,0.00
June 30 2019,San Juan,WA,Truck,0,0,0,5865,5865,0.00
June 30 2021,Prince William,VA,Passenger,1,1,2,209,211,0.95
July 31 2023,Placer,CA,Passenger,1,0,1,58,59,1.69
November 30 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
September 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 28 2017,Grant,WA,Passenger,16,21,37,60188,60225,0.06
June 30 2021,Los Angeles,CA,Passenger,9,11,20,897,917,2.18
March 31 2023,Bexar,TX,Passenger,3,3,6,372,378,1.59
March 31 2022,Allegheny,PA,Passenger,1,1,2,57,59,3.39
October 31 2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
July 31 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
January 31 2022,Whitman,WA,Passenger,69,58,127,21959,22086,0.58
February 28 2021,Chesapeake,VA,Passenger,0,2,2,403,405,0.49
April 30 2023,Charles,MD,Passenger,1,1,2,54,56,3.57
September 30 2017,Collier,FL,Passenger,1,0,1,23,24,4.17
July 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
July 31 2022,Chelan,WA,Passenger,477,125,602,54222,54824,1.10
July 31 2017,Wahkiakum,WA,Passenger,0,2,2,2836,2838,0.07
August 31 2022,San Juan,WA,Truck,5,0,5,5952,5957,0.08
September 30 2021,Kings,CA,Passenger,1,0,1,328,329,0.30
February 28 2021,Kern,CA,Passenger,0,1,1,220,221,0.45
February 29 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
December 31 2021,Wood,OH,Passenger,0,1,1,7,8,12.50
August 31 2022,King,WA,Truck,204,2,206,180008,180214,0.11
May 31 2020,Cowlitz,WA,Passenger,136,115,251,72357,72608,0.35
August 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
January 31 2019,Thurston,WA,Passenger,771,590,1361,196025,197386,0.69
July 31 2018,Mason,WA,Passenger,87,93,180,45861,46041,0.39
January 31 2022,Adams,WA,Passenger,17,14,31,13038,13069,0.24
January 31 2020,Skamania,WA,Truck,0,0,0,4106,4106,0.00
June 30 2022,Bexar,TX,Passenger,4,3,7,448,455,1.54
December 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
October 31 2019,Juneau,AK,Passenger,0,2,2,27,29,6.90
September 30 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
September 30 2022,Snohomish,WA,Passenger,9070,2623,11693,531059,542752,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4427,4427,0.00
September 30 2020,Denver,CO,Passenger,1,0,1,114,115,0.87
May 31 2023,Pierce,WA,Truck,153,0,153,137070,137223,0.11
December 31 2018,Grant,WA,Truck,0,0,0,26258,26258,0.00
April 30 2018,Island,WA,Truck,0,0,0,20833,20833,0.00
May 31 2018,Jefferson,WA,Truck,0,0,0,9538,9538,0.00
